affected_macaddress,alerted_macaddress,severity_level,location
10:8e:e0:b6:ca:da,88:83:22:5d:24:66,mild,ground_floor
10:8e:e0:b6:ca:da,90:61:ae:25:a1:e3,mild,ground_floor
10:8e:e0:b6:ca:da,08:d8:33:ef:e7:7b,moderate,ground_floor
10:8e:e0:b6:ca:da,8c:f5:a3:cd:d2:db,moderate,ground_floor
10:8e:e0:b6:ca:da,e4:0e:ee:e6:4e:96,moderate,ground_floor
10:8e:e0:b6:ca:da,94:ee:9f:b1:e0:64,moderate,ground_floor
10:8e:e0:b6:ca:da,78:00:9e:93:6a:d0,moderate,ground_floor
10:8e:e0:b6:ca:da,98:10:e8:3b:48:e3,moderate,ground_floor
1c:5c:f2:e8:8b:33,e4:0e:ee:e6:4e:96,mild,ground_floor
1c:5c:f2:e8:8b:33,40:83:de:d0:81:8e,moderate,ground_floor
1c:5c:f2:e8:8b:33,40:83:de:80:80:cc,moderate,ground_floor
1c:5c:f2:e8:8b:33,98:10:e8:3b:48:e3,moderate,ground_floor
1c:5c:f2:e8:8b:33,78:00:9e:93:6a:d0,severe,ground_floor
98:10:e8:3b:48:e3,40:83:de:80:80:cc,mild,ground_floor
98:10:e8:3b:48:e3,08:d8:33:ef:e7:7b,moderate,ground_floor
98:10:e8:3b:48:e3,10:8e:e0:b6:ca:da,moderate,ground_floor
98:10:e8:3b:48:e3,8c:f5:a3:cd:d2:db,moderate,ground_floor
98:10:e8:3b:48:e3,1c:5c:f2:e8:8b:33,moderate,ground_floor
98:10:e8:3b:48:e3,e4:0e:ee:e6:4e:96,moderate,ground_floor
98:10:e8:3b:48:e3,94:ee:9f:b1:e0:64,moderate,ground_floor
98:10:e8:3b:48:e3,78:00:9e:93:6a:d0,moderate,ground_floor
98:10:e8:3b:48:e3,90:61:ae:25:a1:e3,severe,ground_floor
98:10:e8:3b:48:e3,3c:bf:60:65:36:3c,severe,ground_floor
98:10:e8:3b:48:e3,88:83:22:5d:24:66,severe,ground_floor
98:10:e8:3b:48:e3,7c:b2:7d:87:d8:c7,severe,ground_floor
78:00:9e:93:6a:d0,0c:2f:b0:83:ee:82,mild,ground_floor
78:00:9e:93:6a:d0,10:8e:e0:b6:ca:da,moderate,ground_floor
78:00:9e:93:6a:d0,40:83:de:d0:81:8e,moderate,ground_floor
78:00:9e:93:6a:d0,40:83:de:80:80:cc,moderate,ground_floor
78:00:9e:93:6a:d0,98:10:e8:3b:48:e3,moderate,ground_floor
78:00:9e:93:6a:d0,90:61:ae:25:a1:e3,severe,ground_floor
78:00:9e:93:6a:d0,8c:f5:a3:cd:d2:db,severe,ground_floor
78:00:9e:93:6a:d0,88:83:22:5d:24:66,severe,ground_floor
78:00:9e:93:6a:d0,7c:b2:7d:87:d8:c7,severe,ground_floor
78:00:9e:93:6a:d0,1c:5c:f2:e8:8b:33,severe,ground_floor
78:00:9e:93:6a:d0,e4:0e:ee:e6:4e:96,severe,ground_floor
78:00:9e:93:6a:d0,94:ee:9f:b1:e0:64,severe,ground_floor
78:00:9e:93:6a:d0,08:d8:33:ef:e7:7b,severe,ground_floor
00:0b:82:d0:ff:35,8c:f5:a3:cd:d2:db,moderate,ground_floor
40:83:de:d0:81:8e,e4:0e:ee:e6:4e:96,mild,ground_floor
40:83:de:d0:81:8e,40:83:de:80:80:cc,moderate,ground_floor
40:83:de:d0:81:8e,1c:5c:f2:e8:8b:33,moderate,ground_floor
40:83:de:d0:81:8e,78:00:9e:93:6a:d0,moderate,ground_floor
e4:0e:ee:e6:4e:96,1c:5c:f2:e8:8b:33,mild,ground_floor
e4:0e:ee:e6:4e:96,40:83:de:d0:81:8e,mild,ground_floor
e4:0e:ee:e6:4e:96,88:83:22:5d:24:66,mild,ground_floor
e4:0e:ee:e6:4e:96,40:83:de:80:80:cc,mild,ground_floor
e4:0e:ee:e6:4e:96,90:61:ae:25:a1:e3,mild,ground_floor
e4:0e:ee:e6:4e:96,10:8e:e0:b6:ca:da,moderate,ground_floor
e4:0e:ee:e6:4e:96,98:10:e8:3b:48:e3,moderate,ground_floor
e4:0e:ee:e6:4e:96,78:00:9e:93:6a:d0,severe,ground_floor
e4:0e:ee:e6:4e:96,8c:f5:a3:cd:d2:db,severe,ground_floor
e4:0e:ee:e6:4e:96,08:d8:33:ef:e7:7b,severe,ground_floor
e4:0e:ee:e6:4e:96,94:ee:9f:b1:e0:64,severe,ground_floor
08:d8:33:ef:e7:7b,10:8e:e0:b6:ca:da,moderate,ground_floor
08:d8:33:ef:e7:7b,98:10:e8:3b:48:e3,moderate,ground_floor
08:d8:33:ef:e7:7b,90:61:ae:25:a1:e3,severe,ground_floor
08:d8:33:ef:e7:7b,8c:f5:a3:cd:d2:db,severe,ground_floor
08:d8:33:ef:e7:7b,88:83:22:5d:24:66,severe,ground_floor
08:d8:33:ef:e7:7b,7c:b2:7d:87:d8:c7,severe,ground_floor
08:d8:33:ef:e7:7b,e4:0e:ee:e6:4e:96,severe,ground_floor
08:d8:33:ef:e7:7b,94:ee:9f:b1:e0:64,severe,ground_floor
08:d8:33:ef:e7:7b,78:00:9e:93:6a:d0,severe,ground_floor
88:83:22:5d:24:66,10:8e:e0:b6:ca:da,mild,ground_floor
88:83:22:5d:24:66,e4:0e:ee:e6:4e:96,mild,ground_floor
88:83:22:5d:24:66,94:ee:9f:b1:e0:64,moderate,ground_floor
88:83:22:5d:24:66,90:61:ae:25:a1:e3,severe,ground_floor
88:83:22:5d:24:66,8c:f5:a3:cd:d2:db,severe,ground_floor
88:83:22:5d:24:66,7c:b2:7d:87:d8:c7,severe,ground_floor
88:83:22:5d:24:66,78:00:9e:93:6a:d0,severe,ground_floor
88:83:22:5d:24:66,98:10:e8:3b:48:e3,severe,ground_floor
88:83:22:5d:24:66,08:d8:33:ef:e7:7b,severe,ground_floor
40:83:de:80:80:cc,98:10:e8:3b:48:e3,mild,ground_floor
40:83:de:80:80:cc,e4:0e:ee:e6:4e:96,mild,ground_floor
40:83:de:80:80:cc,40:83:de:d0:81:8e,moderate,ground_floor
40:83:de:80:80:cc,1c:5c:f2:e8:8b:33,moderate,ground_floor
40:83:de:80:80:cc,78:00:9e:93:6a:d0,moderate,ground_floor
3c:bf:60:65:36:3c,98:10:e8:3b:48:e3,severe,ground_floor
8c:f5:a3:cd:d2:db,10:8e:e0:b6:ca:da,moderate,ground_floor
8c:f5:a3:cd:d2:db,00:0b:82:d0:ff:35,moderate,ground_floor
8c:f5:a3:cd:d2:db,98:10:e8:3b:48:e3,moderate,ground_floor
8c:f5:a3:cd:d2:db,90:61:ae:25:a1:e3,severe,ground_floor
8c:f5:a3:cd:d2:db,88:83:22:5d:24:66,severe,ground_floor
8c:f5:a3:cd:d2:db,0c:2f:b0:83:ee:82,severe,ground_floor
8c:f5:a3:cd:d2:db,7c:b2:7d:87:d8:c7,severe,ground_floor
8c:f5:a3:cd:d2:db,e4:0e:ee:e6:4e:96,severe,ground_floor
8c:f5:a3:cd:d2:db,94:ee:9f:b1:e0:64,severe,ground_floor
8c:f5:a3:cd:d2:db,78:00:9e:93:6a:d0,severe,ground_floor
8c:f5:a3:cd:d2:db,08:d8:33:ef:e7:7b,severe,ground_floor
94:ee:9f:b1:e0:64,90:61:ae:25:a1:e3,mild,ground_floor
94:ee:9f:b1:e0:64,10:8e:e0:b6:ca:da,moderate,ground_floor
94:ee:9f:b1:e0:64,7c:b2:7d:87:d8:c7,moderate,ground_floor
94:ee:9f:b1:e0:64,88:83:22:5d:24:66,moderate,ground_floor
94:ee:9f:b1:e0:64,98:10:e8:3b:48:e3,moderate,ground_floor
94:ee:9f:b1:e0:64,78:00:9e:93:6a:d0,severe,ground_floor
94:ee:9f:b1:e0:64,8c:f5:a3:cd:d2:db,severe,ground_floor
94:ee:9f:b1:e0:64,e4:0e:ee:e6:4e:96,severe,ground_floor
94:ee:9f:b1:e0:64,08:d8:33:ef:e7:7b,severe,ground_floor
7c:b2:7d:87:d8:c7,94:ee:9f:b1:e0:64,moderate,ground_floor
7c:b2:7d:87:d8:c7,90:61:ae:25:a1:e3,severe,ground_floor
7c:b2:7d:87:d8:c7,8c:f5:a3:cd:d2:db,severe,ground_floor
7c:b2:7d:87:d8:c7,88:83:22:5d:24:66,severe,ground_floor
7c:b2:7d:87:d8:c7,78:00:9e:93:6a:d0,severe,ground_floor
7c:b2:7d:87:d8:c7,98:10:e8:3b:48:e3,severe,ground_floor
7c:b2:7d:87:d8:c7,08:d8:33:ef:e7:7b,severe,ground_floor
90:61:ae:25:a1:e3,10:8e:e0:b6:ca:da,mild,ground_floor
90:61:ae:25:a1:e3,e4:0e:ee:e6:4e:96,mild,ground_floor
90:61:ae:25:a1:e3,94:ee:9f:b1:e0:64,mild,ground_floor
90:61:ae:25:a1:e3,8c:f5:a3:cd:d2:db,severe,ground_floor
90:61:ae:25:a1:e3,88:83:22:5d:24:66,severe,ground_floor
90:61:ae:25:a1:e3,7c:b2:7d:87:d8:c7,severe,ground_floor
90:61:ae:25:a1:e3,78:00:9e:93:6a:d0,severe,ground_floor
90:61:ae:25:a1:e3,98:10:e8:3b:48:e3,severe,ground_floor
90:61:ae:25:a1:e3,08:d8:33:ef:e7:7b,severe,ground_floor
0c:2f:b0:83:ee:82,78:00:9e:93:6a:d0,mild,ground_floor
0c:2f:b0:83:ee:82,8c:f5:a3:cd:d2:db,severe,ground_floor
9c:f4:8e:d2:9c:9e,88:66:a5:56:00:19,mild,1st_floor
9c:f4:8e:d2:9c:9e,88:66:a5:0e:e4:28,mild,1st_floor
9c:f4:8e:d2:9c:9e,5c:f7:e6:e5:33:3e,mild,1st_floor
9c:f4:8e:d2:9c:9e,7c:d5:66:6c:ab:e6,mild,1st_floor
9c:f4:8e:d2:9c:9e,a4:e9:75:a3:fd:4d,mild,1st_floor
9c:f4:8e:d2:9c:9e,5c:5f:67:8b:ec:c8,mild,1st_floor
9c:f4:8e:d2:9c:9e,90:61:ae:25:a1:6b,mild,1st_floor
9c:f4:8e:d2:9c:9e,8c:f5:a3:de:63:25,mild,1st_floor
9c:f4:8e:d2:9c:9e,8c:8e:f2:a0:91:09,mild,1st_floor
9c:f4:8e:d2:9c:9e,9c:da:3e:7f:a0:c6,mild,1st_floor
9c:f4:8e:d2:9c:9e,7c:b2:7d:85:8c:7f,mild,1st_floor
9c:f4:8e:d2:9c:9e,48:a4:72:9a:d8:a0,mild,1st_floor
9c:f4:8e:d2:9c:9e,88:66:a5:8f:a7:85,mild,1st_floor
9c:f4:8e:d2:9c:9e,98:10:e8:52:f9:41,mild,1st_floor
9c:f4:8e:d2:9c:9e,cc:44:63:12:2a:3f,mild,1st_floor
9c:f4:8e:d2:9c:9e,88:66:a5:12:7c:b1,mild,1st_floor
9c:f4:8e:d2:9c:9e,00:b3:62:de:41:e9,mild,1st_floor
9c:f4:8e:d2:9c:9e,6c:96:cf:ca:e0:9c,mild,1st_floor
9c:f4:8e:d2:9c:9e,9c:f4:8e:d4:c2:44,mild,1st_floor
9c:f4:8e:d2:9c:9e,9c:da:3e:69:ca:6c,mild,1st_floor
9c:f4:8e:d2:9c:9e,cc:44:63:42:41:f9,mild,1st_floor
9c:f4:8e:d2:9c:9e,9c:da:3e:7e:f7:ed,mild,1st_floor
9c:f4:8e:d2:9c:9e,9c:da:3e:7f:a0:ee,mild,1st_floor
9c:f4:8e:d2:9c:9e,6c:c7:ec:36:92:15,mild,1st_floor
9c:f4:8e:d2:9c:9e,8c:f5:a3:ce:1e:dc,mild,1st_floor
9c:f4:8e:d2:9c:9e,88:66:a5:3b:ce:4f,mild,1st_floor
9c:f4:8e:d2:9c:9e,60:83:73:03:24:e6,mild,1st_floor
9c:f4:8e:d2:9c:9e,48:45:20:37:cf:b7,mild,1st_floor
9c:f4:8e:d2:9c:9e,d0:7f:a0:a3:c4:39,mild,1st_floor
9c:f4:8e:d2:9c:9e,88:66:a5:55:52:f9,mild,1st_floor
9c:f4:8e:d2:9c:9e,48:a4:72:ae:12:8f,mild,1st_floor
9c:f4:8e:d2:9c:9e,5c:5f:67:8b:1a:f0,mild,1st_floor
9c:f4:8e:d2:9c:9e,8c:8e:f2:b1:14:ee,moderate,1st_floor
9c:f4:8e:d2:9c:9e,9c:5a:44:ac:e0:de,moderate,1st_floor
9c:f4:8e:d2:9c:9e,7c:b2:7d:86:43:9a,moderate,1st_floor
9c:f4:8e:d2:9c:9e,ec:ad:b8:7e:23:e2,moderate,1st_floor
9c:f4:8e:d2:9c:9e,98:ca:33:95:8c:fa,moderate,1st_floor
9c:f4:8e:d2:9c:9e,88:66:a5:15:91:34,moderate,1st_floor
9c:f4:8e:d2:9c:9e,5c:5f:67:8b:f1:d7,moderate,1st_floor
9c:f4:8e:d2:9c:9e,cc:44:63:23:82:77,moderate,1st_floor
9c:f4:8e:d2:9c:9e,5c:5f:67:8b:f2:36,moderate,1st_floor
9c:f4:8e:d2:9c:9e,9c:da:3e:7f:8e:bf,moderate,1st_floor
9c:f4:8e:d2:9c:9e,7c:b2:7d:87:7a:76,moderate,1st_floor
9c:f4:8e:d2:9c:9e,cc:44:63:42:3b:b4,moderate,1st_floor
9c:f4:8e:d2:9c:9e,48:a4:72:ae:12:62,moderate,1st_floor
9c:f4:8e:d2:9c:9e,5c:5f:67:8b:e2:00,moderate,1st_floor
9c:f4:8e:d2:9c:9e,7c:b2:7d:85:ba:06,moderate,1st_floor
9c:f4:8e:d2:9c:9e,48:a4:72:ae:12:4e,moderate,1st_floor
9c:f4:8e:d2:9c:9e,98:10:e8:3b:5c:d1,moderate,1st_floor
9c:f4:8e:d2:9c:9e,90:61:ae:25:4f:77,moderate,1st_floor
9c:f4:8e:d2:9c:9e,90:61:ae:25:49:d7,moderate,1st_floor
9c:f4:8e:d2:9c:9e,9c:da:3e:7f:a3:0f,moderate,1st_floor
9c:f4:8e:d2:9c:9e,14:ab:c5:b7:01:dd,severe,1st_floor
9c:f4:8e:d2:9c:9e,e4:a7:a0:99:dd:dd,severe,1st_floor
9c:f4:8e:d2:9c:9e,88:66:a5:0e:7c:26,severe,1st_floor
9c:f4:8e:d2:9c:9e,90:61:ae:25:4f:5e,severe,1st_floor
9c:f4:8e:d2:9c:9e,48:45:20:4b:c2:51,severe,1st_floor
90:61:ae:25:a1:6b,9c:f4:8e:d2:9c:9e,mild,1st_floor
90:61:ae:25:a1:6b,5c:f7:e6:e5:33:3e,mild,1st_floor
90:61:ae:25:a1:6b,7c:d5:66:6c:ab:e6,mild,1st_floor
90:61:ae:25:a1:6b,9c:5a:44:ac:e0:de,mild,1st_floor
90:61:ae:25:a1:6b,48:a4:72:ae:12:4e,mild,1st_floor
90:61:ae:25:a1:6b,88:66:a5:0e:7c:26,mild,1st_floor
90:61:ae:25:a1:6b,8c:8e:f2:a0:91:09,mild,1st_floor
90:61:ae:25:a1:6b,5c:5f:67:8b:f2:36,mild,1st_floor
90:61:ae:25:a1:6b,7c:b2:7d:85:8c:7f,mild,1st_floor
90:61:ae:25:a1:6b,48:a4:72:9a:d8:a0,mild,1st_floor
90:61:ae:25:a1:6b,98:10:e8:52:f9:41,mild,1st_floor
90:61:ae:25:a1:6b,48:a4:72:ae:12:62,mild,1st_floor
90:61:ae:25:a1:6b,7c:b2:7d:85:ba:06,mild,1st_floor
90:61:ae:25:a1:6b,88:66:a5:12:7c:b1,mild,1st_floor
90:61:ae:25:a1:6b,90:61:ae:25:49:d7,mild,1st_floor
90:61:ae:25:a1:6b,5c:5f:67:8b:e2:00,mild,1st_floor
90:61:ae:25:a1:6b,00:b3:62:de:41:e9,mild,1st_floor
90:61:ae:25:a1:6b,48:45:20:4b:c2:51,mild,1st_floor
90:61:ae:25:a1:6b,6c:96:cf:ca:e0:9c,mild,1st_floor
90:61:ae:25:a1:6b,e4:a7:a0:99:dd:dd,mild,1st_floor
90:61:ae:25:a1:6b,9c:da:3e:7f:8e:bf,mild,1st_floor
90:61:ae:25:a1:6b,9c:da:3e:69:ca:6c,mild,1st_floor
90:61:ae:25:a1:6b,9c:da:3e:7e:f7:ed,mild,1st_floor
90:61:ae:25:a1:6b,88:66:a5:15:91:34,mild,1st_floor
90:61:ae:25:a1:6b,9c:da:3e:7f:a3:0f,mild,1st_floor
90:61:ae:25:a1:6b,ec:ad:b8:7e:23:e2,mild,1st_floor
90:61:ae:25:a1:6b,6c:c7:ec:36:92:15,mild,1st_floor
90:61:ae:25:a1:6b,88:66:a5:3b:ce:4f,mild,1st_floor
90:61:ae:25:a1:6b,7c:b2:7d:87:7a:76,mild,1st_floor
90:61:ae:25:a1:6b,60:83:73:03:24:e6,mild,1st_floor
90:61:ae:25:a1:6b,48:a4:72:ae:12:8f,mild,1st_floor
90:61:ae:25:a1:6b,8c:8e:f2:b1:14:ee,moderate,1st_floor
90:61:ae:25:a1:6b,88:66:a5:55:52:f9,moderate,1st_floor
90:61:ae:25:a1:6b,7c:b2:7d:86:43:9a,moderate,1st_floor
90:61:ae:25:a1:6b,9c:f4:8e:d4:c2:44,moderate,1st_floor
90:61:ae:25:a1:6b,d0:7f:a0:a3:c4:39,moderate,1st_floor
90:61:ae:25:a1:6b,98:ca:33:95:8c:fa,moderate,1st_floor
90:61:ae:25:a1:6b,5c:5f:67:8b:f1:d7,moderate,1st_floor
90:61:ae:25:a1:6b,cc:44:63:42:41:f9,moderate,1st_floor
90:61:ae:25:a1:6b,48:45:20:37:cf:b7,moderate,1st_floor
90:61:ae:25:a1:6b,5c:5f:67:8b:ec:c8,moderate,1st_floor
90:61:ae:25:a1:6b,88:66:a5:0e:e4:28,moderate,1st_floor
90:61:ae:25:a1:6b,cc:44:63:12:2a:3f,moderate,1st_floor
90:61:ae:25:a1:6b,88:66:a5:56:00:19,moderate,1st_floor
90:61:ae:25:a1:6b,88:66:a5:8f:a7:85,moderate,1st_floor
90:61:ae:25:a1:6b,9c:da:3e:7f:a0:c6,moderate,1st_floor
90:61:ae:25:a1:6b,8c:f5:a3:de:63:25,moderate,1st_floor
90:61:ae:25:a1:6b,14:ab:c5:b7:01:dd,moderate,1st_floor
90:61:ae:25:a1:6b,90:61:ae:25:4f:5e,moderate,1st_floor
90:61:ae:25:a1:6b,90:61:ae:25:4f:77,moderate,1st_floor
90:61:ae:25:a1:6b,9c:da:3e:7f:a0:ee,moderate,1st_floor
90:61:ae:25:a1:6b,5c:5f:67:8b:1a:f0,moderate,1st_floor
90:61:ae:25:a1:6b,8c:f5:a3:ce:1e:dc,moderate,1st_floor
90:61:ae:25:a1:6b,a4:e9:75:a3:fd:4d,moderate,1st_floor
90:61:ae:25:a1:6b,cc:44:63:42:3b:b4,severe,1st_floor
90:61:ae:25:a1:6b,cc:44:63:23:82:77,severe,1st_floor
90:61:ae:25:a1:6b,98:10:e8:3b:5c:d1,severe,1st_floor
88:66:a5:1a:ba:53,c0:d2:dd:66:08:99,mild,1st_floor
88:66:a5:1a:ba:53,04:d3:b0:f1:cf:e3,mild,1st_floor
88:66:a5:1a:ba:53,00:23:a7:e5:b3:b4,mild,1st_floor
88:66:a5:1a:ba:53,88:66:a5:54:fb:b9,mild,1st_floor
88:66:a5:1a:ba:53,3c:f8:62:6c:86:4e,mild,1st_floor
88:66:a5:1a:ba:53,7c:b2:7d:85:ba:06,mild,1st_floor
88:66:a5:1a:ba:53,cc:44:63:12:2a:3f,mild,1st_floor
88:66:a5:1a:ba:53,f8:2d:7c:5a:14:67,mild,1st_floor
88:66:a5:1a:ba:53,f8:2d:7c:dc:dc:b8,mild,1st_floor
88:66:a5:1a:ba:53,9c:b6:d0:e1:72:9f,mild,1st_floor
88:66:a5:1a:ba:53,88:66:a5:4d:6c:de,mild,1st_floor
88:66:a5:1a:ba:53,14:9f:3c:59:78:c5,mild,1st_floor
88:66:a5:1a:ba:53,9c:da:3e:7f:8e:01,mild,1st_floor
88:66:a5:1a:ba:53,48:a4:72:ab:61:57,mild,1st_floor
88:66:a5:1a:ba:53,98:10:e8:08:66:44,mild,1st_floor
88:66:a5:1a:ba:53,18:5e:0f:ec:f0:77,mild,1st_floor
88:66:a5:1a:ba:53,e0:d0:83:56:6e:71,mild,1st_floor
88:66:a5:1a:ba:53,14:ab:c5:09:b7:53,mild,1st_floor
88:66:a5:1a:ba:53,c0:b6:f9:f5:58:d4,mild,1st_floor
88:66:a5:1a:ba:53,04:d6:aa:c0:d8:56,mild,1st_floor
88:66:a5:1a:ba:53,9c:da:3e:69:ca:fd,mild,1st_floor
88:66:a5:1a:ba:53,5c:5f:67:8b:1c:76,mild,1st_floor
88:66:a5:1a:ba:53,c4:e9:84:09:a4:6f,mild,1st_floor
88:66:a5:1a:ba:53,18:5e:0f:ec:f0:a9,mild,1st_floor
88:66:a5:1a:ba:53,80:0c:67:bd:1c:89,mild,1st_floor
88:66:a5:1a:ba:53,e4:a7:a0:99:dc:f7,mild,1st_floor
88:66:a5:1a:ba:53,40:e2:30:cd:e6:55,mild,1st_floor
88:66:a5:1a:ba:53,3c:f8:62:6b:4e:d2,mild,1st_floor
88:66:a5:1a:ba:53,e4:a7:a0:99:db:cb,mild,1st_floor
88:66:a5:1a:ba:53,88:66:a5:3d:99:eb,mild,1st_floor
88:66:a5:1a:ba:53,30:07:4d:72:11:54,mild,1st_floor
88:66:a5:1a:ba:53,cc:c0:79:0b:9a:2a,mild,1st_floor
88:66:a5:1a:ba:53,48:a4:72:ae:12:8f,mild,1st_floor
88:66:a5:1a:ba:53,a8:db:03:52:33:06,mild,1st_floor
88:66:a5:1a:ba:53,fc:4d:d4:55:31:b4,mild,1st_floor
88:66:a5:1a:ba:53,5c:5f:67:8b:1c:7b,moderate,1st_floor
88:66:a5:1a:ba:53,9c:da:3e:69:d3:ef,moderate,1st_floor
88:66:a5:1a:ba:53,98:10:e8:07:b6:8f,moderate,1st_floor
88:66:a5:1a:ba:53,9c:da:3e:7e:f7:75,moderate,1st_floor
98:ca:33:95:8c:fa,5c:f7:e6:e5:33:3e,mild,1st_floor
98:ca:33:95:8c:fa,48:a4:72:9a:d8:a0,mild,1st_floor
98:ca:33:95:8c:fa,0c:51:01:b3:e5:c5,mild,1st_floor
98:ca:33:95:8c:fa,00:b3:62:de:41:e9,mild,1st_floor
98:ca:33:95:8c:fa,6c:96:cf:ca:e0:9c,mild,1st_floor
98:ca:33:95:8c:fa,60:83:73:03:24:e6,mild,1st_floor
98:ca:33:95:8c:fa,9c:da:3e:7f:8e:bf,mild,1st_floor
98:ca:33:95:8c:fa,48:a4:72:ae:12:8f,mild,1st_floor
98:ca:33:95:8c:fa,24:1b:7a:1b:eb:ba,mild,1st_floor
98:ca:33:95:8c:fa,e4:a7:a0:99:dd:dd,mild,1st_floor
98:ca:33:95:8c:fa,9c:da:3e:7e:f7:ed,mild,1st_floor
98:ca:33:95:8c:fa,ec:ad:b8:7e:23:e2,mild,1st_floor
98:ca:33:95:8c:fa,88:66:a5:12:7c:b1,mild,1st_floor
98:ca:33:95:8c:fa,9c:da:3e:69:ca:6c,mild,1st_floor
98:ca:33:95:8c:fa,88:66:a5:1e:b0:b2,mild,1st_floor
98:ca:33:95:8c:fa,6c:c7:ec:36:92:15,mild,1st_floor
98:ca:33:95:8c:fa,bc:e1:43:c6:3a:62,mild,1st_floor
98:ca:33:95:8c:fa,8c:8e:f2:b1:14:ee,moderate,1st_floor
98:ca:33:95:8c:fa,88:66:a5:94:52:e3,moderate,1st_floor
98:ca:33:95:8c:fa,9c:5a:44:ac:e0:de,moderate,1st_floor
98:ca:33:95:8c:fa,88:66:a5:55:52:f9,moderate,1st_floor
98:ca:33:95:8c:fa,9c:f4:8e:d4:c2:44,moderate,1st_floor
98:ca:33:95:8c:fa,d0:7f:a0:a3:c4:39,moderate,1st_floor
98:ca:33:95:8c:fa,88:66:a5:15:91:34,moderate,1st_floor
98:ca:33:95:8c:fa,98:10:e8:07:e0:5b,moderate,1st_floor
98:ca:33:95:8c:fa,9c:da:3e:7e:f7:d4,moderate,1st_floor
98:ca:33:95:8c:fa,9c:f4:8e:d2:9c:9e,moderate,1st_floor
98:ca:33:95:8c:fa,90:61:ae:25:a1:6b,moderate,1st_floor
98:ca:33:95:8c:fa,cc:44:63:23:82:77,moderate,1st_floor
98:ca:33:95:8c:fa,7c:b2:7d:85:8c:7f,moderate,1st_floor
98:ca:33:95:8c:fa,cc:44:63:42:41:f9,moderate,1st_floor
98:ca:33:95:8c:fa,5c:5f:67:8b:f2:36,moderate,1st_floor
98:ca:33:95:8c:fa,b4:9c:df:87:2d:eb,moderate,1st_floor
98:ca:33:95:8c:fa,98:10:e8:52:f9:41,moderate,1st_floor
98:ca:33:95:8c:fa,7c:d5:66:6c:ab:e6,moderate,1st_floor
98:ca:33:95:8c:fa,a4:c3:f0:a5:f0:c8,moderate,1st_floor
98:ca:33:95:8c:fa,48:45:20:37:cf:b7,moderate,1st_floor
98:ca:33:95:8c:fa,88:66:a5:0e:e4:28,moderate,1st_floor
98:ca:33:95:8c:fa,88:66:a5:0e:a4:bb,moderate,1st_floor
98:ca:33:95:8c:fa,cc:44:63:12:2a:3f,moderate,1st_floor
98:ca:33:95:8c:fa,5c:5f:67:8b:ec:c8,moderate,1st_floor
98:ca:33:95:8c:fa,88:66:a5:56:00:19,moderate,1st_floor
98:ca:33:95:8c:fa,7c:b2:7d:87:7a:76,moderate,1st_floor
98:ca:33:95:8c:fa,9c:da:3e:7f:8e:24,moderate,1st_floor
98:ca:33:95:8c:fa,88:66:a5:8f:a7:85,moderate,1st_floor
98:ca:33:95:8c:fa,9c:da:3e:7f:a0:c6,moderate,1st_floor
98:ca:33:95:8c:fa,14:ab:c5:b7:01:dd,moderate,1st_floor
98:ca:33:95:8c:fa,90:61:ae:25:9f:63,moderate,1st_floor
98:ca:33:95:8c:fa,cc:44:63:42:3b:b4,moderate,1st_floor
98:ca:33:95:8c:fa,8c:f5:a3:de:63:25,moderate,1st_floor
98:ca:33:95:8c:fa,90:61:ae:25:4f:5e,moderate,1st_floor
98:ca:33:95:8c:fa,48:a4:72:ae:12:62,moderate,1st_floor
98:ca:33:95:8c:fa,5c:5f:67:8b:e2:00,moderate,1st_floor
98:ca:33:95:8c:fa,7c:b2:7d:85:ba:06,moderate,1st_floor
98:ca:33:95:8c:fa,48:a4:72:ae:12:4e,moderate,1st_floor
98:ca:33:95:8c:fa,88:66:a5:0d:ee:b0,moderate,1st_floor
98:ca:33:95:8c:fa,9c:da:3e:7e:f9:19,moderate,1st_floor
98:ca:33:95:8c:fa,48:45:20:4b:c2:51,moderate,1st_floor
98:ca:33:95:8c:fa,88:66:a5:54:fb:b9,moderate,1st_floor
98:ca:33:95:8c:fa,88:66:a5:0e:7c:26,moderate,1st_floor
98:ca:33:95:8c:fa,98:10:e8:3b:5c:d1,moderate,1st_floor
98:ca:33:95:8c:fa,90:61:ae:25:49:d7,moderate,1st_floor
98:ca:33:95:8c:fa,88:66:a5:55:68:23,moderate,1st_floor
98:ca:33:95:8c:fa,90:61:ae:25:4f:77,moderate,1st_floor
98:ca:33:95:8c:fa,90:61:ae:25:4e:a5,moderate,1st_floor
98:ca:33:95:8c:fa,5c:5f:67:8b:1a:f0,moderate,1st_floor
98:ca:33:95:8c:fa,5c:5f:67:8b:1b:6d,moderate,1st_floor
98:ca:33:95:8c:fa,e4:a7:a0:94:2e:7e,moderate,1st_floor
98:ca:33:95:8c:fa,8c:f5:a3:ce:1e:dc,moderate,1st_floor
98:ca:33:95:8c:fa,a4:e9:75:a3:fd:4d,moderate,1st_floor
98:ca:33:95:8c:fa,a4:c3:f0:a5:f0:96,moderate,1st_floor
98:ca:33:95:8c:fa,9c:da:3e:7f:a3:0f,moderate,1st_floor
98:ca:33:95:8c:fa,08:c5:e1:55:fa:fe,moderate,1st_floor
98:ca:33:95:8c:fa,5c:5f:67:8b:f1:d7,severe,1st_floor
